epoch,step,train_F1,train_OA,train_loss_epoch,train_loss_step,train_mIoU,val_F1,val_OA,val_loss,val_mIoU
34,1819,,,,,,0.8928537964820862,0.9255747199058533,0.5436782240867615,0.8111342191696167
34,1819,0.8696034550666809,0.9002291560173035,0.8823404908180237,,0.7752669453620911,,,,
35,1849,,,,0.725916862487793,,,,,
35,1871,,,,,,0.8985111713409424,0.9253444075584412,0.539196252822876,0.8188118934631348
35,1871,0.8783096075057983,0.9086418151855469,0.8661113381385803,,0.7885973453521729,,,,
36,1899,,,,0.7462406158447266,,,,,
36,1923,,,,,,0.8992352485656738,0.924954891204834,0.539491593837738,0.8199935555458069
36,1923,0.8759576678276062,0.9045266509056091,0.8770225048065186,,0.7847292423248291,,,,
37,1949,,,,0.8224260210990906,,,,,
37,1975,,,,,,0.9040398001670837,0.9313358068466187,0.5216928720474243,0.828442394733429
37,1975,0.8784496188163757,0.9063713550567627,0.8508367538452148,,0.7883331179618835,,,,
38,1999,,,,0.8452327251434326,,,,,
38,2027,,,,,,0.8982446193695068,0.9265030026435852,0.536392092704773,0.818932294845581
38,2027,0.8763495087623596,0.9052826166152954,0.8628387451171875,,0.7851219773292542,,,,
39,2049,,,,0.8207036256790161,,,,,
39,2079,,,,,,0.9023787975311279,0.9302880764007568,0.5242932438850403,0.8255756497383118
39,2079,0.8773027062416077,0.9077421426773071,0.8515574932098389,,0.7869201898574829,,,,
40,2099,,,,0.7656993865966797,,,,,
40,2131,,,,,,0.9029470682144165,0.9307675957679749,0.521953284740448,0.8265845775604248
40,2131,0.8813714981079102,0.9115638732910156,0.851925790309906,,0.7933682203292847,,,,
41,2149,,,,0.9012157917022705,,,,,
41,2183,,,,,,0.9030145406723022,0.9302900433540344,0.5240510106086731,0.8265672326087952
41,2183,0.8812122941017151,0.9112293720245361,0.8384925127029419,,0.792970597743988,,,,
42,2199,,,,0.815751314163208,,,,,
42,2235,,,,,,0.9040647149085999,0.9315723776817322,0.5198131203651428,0.8284576535224915
42,2235,0.8806717991828918,0.9101123809814453,0.8332023024559021,,0.7921112775802612,,,,
43,2249,,,,0.8350672721862793,,,,,
43,2287,,,,,,0.9042139649391174,0.93189936876297,0.5180213451385498,0.8287370800971985
43,2287,0.8801164031028748,0.9069593548774719,0.84235680103302,,0.7909390330314636,,,,
44,2299,,,,0.9005300998687744,,,,,
44,2339,,,,,,0.9042789340019226,0.9317055344581604,0.5194573402404785,0.8287834525108337
44,2339,0.8785027265548706,0.9058416485786438,0.8751460313796997,,0.7884635925292969,,,,
45,2349,,,,0.9736396074295044,,,,,
45,2391,,,,,,0.8995025157928467,0.9259967803955078,0.53620845079422,0.8207734823226929
45,2391,0.8629805445671082,0.8956892490386963,0.9415651559829712,,0.7654710412025452,,,,
46,2399,,,,0.9378833770751953,,,,,
46,2443,,,,,,0.892577588558197,0.9213802218437195,0.5548369288444519,0.8095442056655884
46,2443,0.866208016872406,0.9006842374801636,0.8925237059593201,,0.7706454396247864,,,,
47,2449,,,,0.890605092048645,,,,,
47,2495,,,,,,0.89903724193573,0.9264306426048279,0.5289455652236938,0.8199219107627869
47,2495,0.8742320537567139,0.9038305282592773,0.8821741938591003,,0.7820497751235962,,,,
48,2499,,,,0.8199188113212585,,,,,
48,2547,,,,,,0.8986096978187561,0.9279928803443909,0.532945990562439,0.8197345733642578
48,2547,0.8677846193313599,0.897527813911438,0.9018203020095825,,0.7721848487854004,,,,
49,2549,,,,1.0153741836547852,,,,,
49,2599,,,,0.8714337944984436,,,,,
49,2599,,,,,,0.8827961087226868,0.9128471612930298,0.5799923539161682,0.7937862277030945
49,2599,0.869470477104187,0.9011483788490295,0.8806965947151184,,0.7749835848808289,,,,
50,2649,,,,0.8993887901306152,,,,,
50,2651,,,,,,0.8954989910125732,0.924519956111908,0.5433173775672913,0.8140754699707031
50,2651,0.876460075378418,0.9052284955978394,0.8683432936668396,,0.785380482673645,,,,
51,2699,,,,0.8363690972328186,,,,,
51,2703,,,,,,0.8950743079185486,0.9195242524147034,0.5481166839599609,0.812944769859314
51,2703,0.8712128400802612,0.9004400968551636,0.8812735080718994,,0.7773227691650391,,,,
52,2749,,,,0.7579922080039978,,,,,
52,2755,,,,,,0.8946461081504822,0.9219439029693604,0.552217960357666,0.8123993277549744
52,2755,0.8731929659843445,0.9024975299835205,0.8846667408943176,,0.7804610133171082,,,,
53,2799,,,,1.0106606483459473,,,,,
53,2807,,,,,,0.8970873951911926,0.9267578721046448,0.5351317524909973,0.8175340890884399
53,2807,0.8702746033668518,0.9018151760101318,0.8885012865066528,,0.7761246562004089,,,,
54,2849,,,,0.830757737159729,,,,,
54,2859,,,,,,0.8997199535369873,0.9299867749214172,0.5248246788978577,0.8218016028404236
54,2859,0.8734530806541443,0.9047925472259521,0.8783742189407349,,0.7811006903648376,,,,
55,2899,,,,0.8161842226982117,,,,,
55,2911,,,,,,0.902594804763794,0.9289067983627319,0.5341125130653381,0.8257827758789062
55,2911,0.874162495136261,0.9030443429946899,0.8802967071533203,,0.7821611166000366,,,,
56,2949,,,,0.8029022812843323,,,,,
56,2963,,,,,,0.9043902158737183,0.9303818941116333,0.5212547779083252,0.828724205493927
56,2963,0.8720889091491699,0.9022985696792603,0.8788925409317017,,0.7791093587875366,,,,
57,2999,,,,1.0360909700393677,,,,,
57,3015,,,,,,0.9078717827796936,0.9323828816413879,0.5113484263420105,0.8341793417930603
57,3015,0.8742311000823975,0.9031566381454468,0.862850546836853,,0.7820545434951782,,,,
58,3049,,,,0.8207727670669556,,,,,
58,3067,,,,,,0.9042824506759644,0.9340311884880066,0.5200438499450684,0.8294653296470642
58,3067,0.877347469329834,0.9068037867546082,0.8477863073348999,,0.786824643611908,,,,
59,3099,,,,0.7870171666145325,,,,,
59,3119,,,,,,0.8994694352149963,0.9286821484565735,0.5287548899650574,0.8214218616485596
59,3119,0.8780726790428162,0.909179151058197,0.8565019369125366,,0.7884405255317688,,,,
60,3149,,,,1.0487948656082153,,,,,
60,3171,,,,,,0.9046218991279602,0.9302946329116821,0.5202069282531738,0.8290766477584839
60,3171,0.8816992044448853,0.9090632200241089,0.8479816913604736,,0.7933494448661804,,,,
61,3199,,,,0.9472353458404541,,,,,
61,3223,,,,,,0.9072684645652771,0.9323790073394775,0.5170153379440308,0.8335433006286621
61,3223,0.8828856945037842,0.9111593961715698,0.83017498254776,,0.7953003644943237,,,,
62,3249,,,,0.8204450607299805,,,,,
62,3275,,,,,,0.9071974158287048,0.930378258228302,0.5168067812919617,0.8326599597930908
62,3275,0.8859912753105164,0.9133309125900269,0.8027673959732056,,0.8001629114151001,,,,
63,3299,,,,0.8037523031234741,,,,,
63,3327,,,,,,0.8980703949928284,0.9193187355995178,0.5477215647697449,0.8172214031219482
63,3327,0.8867210149765015,0.9138895869255066,0.8122847676277161,,0.8012024164199829,,,,
64,3349,,,,0.7529841661453247,,,,,
64,3379,,,,,,0.9025036692619324,0.92677241563797,0.5416911244392395,0.8251498937606812
64,3379,0.8838956356048584,0.9116448760032654,0.8225643634796143,,0.7971364855766296,,,,
65,3399,,,,0.8941844701766968,,,,,
65,3431,,,,,,0.9100186228752136,0.932774543762207,0.5116180181503296,0.8374252915382385
65,3431,0.8852021098136902,0.9159418344497681,0.814032793045044,,0.7992332577705383,,,,
66,3449,,,,0.7869076728820801,,,,,
66,3483,,,,,,0.9026232361793518,0.9293178915977478,0.5301504135131836,0.8259021639823914
66,3483,0.8859465718269348,0.9124584197998047,0.8317790627479553,,0.79969722032547,,,,
67,3499,,,,0.7427046298980713,,,,,
67,3535,,,,,,0.9000256061553955,0.9308099746704102,0.5245294570922852,0.8224397897720337
67,3535,0.8923117518424988,0.9156480431556702,0.7957819700241089,,0.8095542192459106,,,,
68,3549,,,,0.7121577262878418,,,,,
68,3587,,,,,,0.9077889323234558,0.9323965907096863,0.5154272317886353,0.8340947031974792
68,3587,0.8863885402679443,0.9141440987586975,0.8092288374900818,,0.8008917570114136,,,,
69,3599,,,,0.8876777291297913,,,,,
69,3639,,,,,,0.9084779024124146,0.9336839914321899,0.513253927230835,0.8354042768478394
69,3639,0.8884378671646118,0.9150087833404541,0.8033894300460815,,0.8040266036987305,,,,
70,3649,,,,0.7594724297523499,,,,,
70,3691,,,,,,0.9087172746658325,0.9306091666221619,0.517678439617157,0.8351160883903503
70,3691,0.8914610147476196,0.9168184399604797,0.8022425174713135,,0.8085849285125732,,,,
71,3699,,,,0.7579934597015381,,,,,
71,3743,,,,,,0.9052385091781616,0.9285155534744263,0.5274054408073425,0.829663872718811
71,3743,0.8920296430587769,0.9173932671546936,0.7823349833488464,,0.8094071745872498,,,,
72,3749,,,,0.7732923626899719,,,,,
72,3795,,,,,,0.9055825471878052,0.9305598735809326,0.523953378200531,0.8306431174278259
72,3795,0.8947209715843201,0.9196665287017822,0.777776837348938,,0.813496470451355,,,,
73,3799,,,,0.8363703489303589,,,,,
73,3847,,,,,,0.9081401228904724,0.9310888051986694,0.5200067162513733,0.8342466950416565
73,3847,0.8941678404808044,0.9209977984428406,0.7990747690200806,,0.8128716349601746,,,,
74,3849,,,,0.9072331190109253,,,,,
74,3899,,,,0.9607793688774109,,,,,
74,3899,,,,,,0.907952606678009,0.9311661720275879,0.5201213955879211,0.8341172933578491
74,3899,0.8934134840965271,0.918533205986023,0.7812265753746033,,0.8117326498031616,,,,
75,3949,,,,0.7472603917121887,,,,,
75,3951,,,,,,0.9066007733345032,0.9287898540496826,0.5250604748725891,0.8317566514015198
75,3951,0.8914574384689331,0.9190142154693604,0.7731209993362427,,0.8087436556816101,,,,
76,3999,,,,0.7616391181945801,,,,,
76,4003,,,,,,0.9080028533935547,0.930536150932312,0.5101336240768433,0.834144115447998
76,4003,0.8962399959564209,0.9209818243980408,0.7786394953727722,,0.8161195516586304,,,,
77,4049,,,,0.733862578868866,,,,,
77,4055,,,,,,0.9095014333724976,0.9322128295898438,0.5123885869979858,0.8366269469261169
77,4055,0.8942402005195618,0.9202399253845215,0.7670279145240784,,0.8130985498428345,,,,
78,4099,,,,0.7834938764572144,,,,,
78,4107,,,,,,0.9086531400680542,0.9329057931900024,0.512044370174408,0.8353965878486633
78,4107,0.8998510241508484,0.9244943261146545,0.7604783177375793,,0.8219171166419983,,,,
79,4149,,,,0.8686029314994812,,,,,
79,4159,,,,,,0.9032740592956543,0.9248820543289185,0.5378766059875488,0.8261377811431885
79,4159,0.9006020426750183,0.9232038259506226,0.7550742626190186,,0.822894275188446,,,,
80,4199,,,,0.7404149174690247,,,,,
80,4211,,,,,,0.9076319336891174,0.9326990246772766,0.5122194886207581,0.8339312076568604
80,4211,0.8982740044593811,0.9209930896759033,0.7677943706512451,,0.8190778493881226,,,,
81,4249,,,,0.6851441860198975,,,,,
81,4263,,,,,,0.9087104797363281,0.9314076900482178,0.5161762237548828,0.8351934552192688
81,4263,0.8997291922569275,0.9238386750221252,0.7517359256744385,,0.8217001557350159,,,,
82,4299,,,,0.7356656789779663,,,,,
82,4315,,,,,,0.9080538749694824,0.9320316910743713,0.5141984820365906,0.8344067931175232
82,4315,0.9004943370819092,0.9237953424453735,0.7597769498825073,,0.8228477835655212,,,,
83,4349,,,,0.7040168642997742,,,,,
83,4367,,,,,,0.9091309905052185,0.9333696365356445,0.5109528303146362,0.8362142443656921
83,4367,0.9044733643531799,0.9273136258125305,0.7510128617286682,,0.8291785717010498,,,,
84,4399,,,,0.7815746068954468,,,,,
84,4419,,,,,,0.908139705657959,0.9295851588249207,0.5224335789680481,0.8339372277259827
84,4419,0.9012529850006104,0.9263960123062134,0.7483869791030884,,0.8242936730384827,,,,
85,4449,,,,0.6477293372154236,,,,,
85,4471,,,,,,0.9071171879768372,0.9318323135375977,0.5225021839141846,0.8330541253089905
85,4471,0.9016996622085571,0.924674928188324,0.7564932703971863,,0.8247791528701782,,,,
86,4499,,,,0.7921699285507202,,,,,
86,4523,,,,,,0.9084080457687378,0.9328904151916504,0.5156635642051697,0.8351981043815613
86,4523,0.903225302696228,0.925408124923706,0.7536698579788208,,0.8269824981689453,,,,
87,4549,,,,0.7322768568992615,,,,,
87,4575,,,,,,0.9091753363609314,0.9332272410392761,0.5095964074134827,0.83626788854599
87,4575,0.9057149291038513,0.9300440549850464,0.7235847115516663,,0.8314948081970215,,,,
88,4599,,,,0.7168926000595093,,,,,
88,4627,,,,,,0.910918116569519,0.9345476627349854,0.5059385299682617,0.8391577005386353
88,4627,0.9046198129653931,0.926862359046936,0.7409579157829285,,0.8294317722320557,,,,
89,4649,,,,0.7839229106903076,,,,,
89,4679,,,,,,0.9079247117042542,0.9319239258766174,0.5173448920249939,0.834100604057312
89,4679,0.9043419361114502,0.9258516430854797,0.7531735301017761,,0.8289124965667725,,,,
90,4699,,,,0.6711495518684387,,,,,
90,4731,,,,,,0.9060800075531006,0.9289605021476746,0.5264110565185547,0.8309353590011597
90,4731,0.9050298929214478,0.9269228577613831,0.744346559047699,,0.829934298992157,,,,
91,4749,,,,0.7021782398223877,,,,,
91,4783,,,,,,0.9074728488922119,0.9294118881225586,0.5227140784263611,0.8330367803573608
91,4783,0.9080637693405151,0.9297553300857544,0.7354172468185425,,0.8349555134773254,,,,
92,4799,,,,0.7805602550506592,,,,,
92,4835,,,,,,0.9087247848510742,0.9315718412399292,0.517594575881958,0.8352510333061218
92,4835,0.9059687852859497,0.9280781745910645,0.7458996176719666,,0.8314447402954102,,,,
93,4849,,,,0.6995906829833984,,,,,
93,4887,,,,,,0.9083438515663147,0.9306854009628296,0.5228289365768433,0.8345767855644226
93,4887,0.9058873057365417,0.9285592436790466,0.7411965727806091,,0.8313509225845337,,,,
94,4899,,,,0.6913944482803345,,,,,
94,4939,,,,,,0.9080506563186646,0.9301737546920776,0.5224113464355469,0.8341060876846313
94,4939,0.9077494144439697,0.9289207458496094,0.7317143678665161,,0.8343479633331299,,,,
95,4949,,,,0.6974639892578125,,,,,
95,4991,,,,,,0.9091756343841553,0.9310980439186096,0.5209536552429199,0.8360071778297424
95,4991,0.9060647487640381,0.9267122149467468,0.7463287115097046,,0.8315374851226807,,,,
96,4999,,,,0.6380134224891663,,,,,
96,5043,,,,,,0.9087689518928528,0.9304478168487549,0.5207393765449524,0.8352513313293457
96,5043,0.9082905054092407,0.9303609728813171,0.7350254654884338,,0.8353358507156372,,,,
97,5049,,,,0.7014948129653931,,,,,
97,5095,,,,,,0.9086260199546814,0.9306948781013489,0.522601306438446,0.8350339531898499
97,5095,0.9093490242958069,0.9305766224861145,0.723840057849884,,0.8369008898735046,,,,
98,5099,,,,0.6798511743545532,,,,,
98,5147,,,,,,0.9087452292442322,0.9306690096855164,0.5208136439323425,0.8352227807044983
98,5147,0.9052249789237976,0.9274687767028809,0.7408568263053894,,0.8303689956665039,,,,
99,5149,,,,0.7184045314788818,,,,,
99,5199,,,,0.737164318561554,,,,,
99,5199,,,,,,0.9091892838478088,0.930645763874054,0.5210398435592651,0.8358414173126221
99,5199,0.9117702841758728,0.9330804347991943,0.7061189413070679,,0.8408862352371216,,,,
