epoch,step,train_F1,train_OA,train_loss_epoch,train_loss_step,train_mIoU,val_F1,val_OA,val_loss,val_mIoU
0,49,,,,3.7006783485412598,,,,,
0,99,,,,2.638887405395508,,,,,
0,149,,,,2.5541958808898926,,,,,
0,199,,,,4.182634353637695,,,,,
0,249,,,,3.5270509719848633,,,,,
0,299,,,,3.8687543869018555,,,,,
0,341,,,,,,0.7486078143119812,0.7716360688209534,1.3056418895721436,0.6010957956314087
0,341,0.49528178572654724,0.575397789478302,3.3462555408477783,,0.3510068953037262,,,,
1,349,,,,1.4391119480133057,,,,,
1,399,,,,2.1151485443115234,,,,,
1,449,,,,1.6064954996109009,,,,,
1,499,,,,1.4842331409454346,,,,,
1,549,,,,2.381517171859741,,,,,
1,599,,,,2.04689621925354,,,,,
1,649,,,,1.2217785120010376,,,,,
1,683,,,,,,0.8402581214904785,0.8492864370346069,0.9854503870010376,0.7269762754440308
1,683,0.7719467878341675,0.7478273510932922,1.800951361656189,,0.6298965215682983,,,,
2,699,,,,1.3297584056854248,,,,,
2,749,,,,1.4029701948165894,,,,,
2,799,,,,1.4579057693481445,,,,,
2,849,,,,1.3608920574188232,,,,,
2,899,,,,1.4568099975585938,,,,,
2,949,,,,1.3283004760742188,,,,,
2,999,,,,1.1798075437545776,,,,,
2,1025,,,,,,0.8400816917419434,0.843265175819397,1.0020811557769775,0.7279983758926392
2,1025,0.818237841129303,0.8005200028419495,1.4832592010498047,,0.6949275732040405,,,,
3,1049,,,,1.2283611297607422,,,,,
3,1099,,,,1.2785927057266235,,,,,
3,1149,,,,1.0894250869750977,,,,,
3,1199,,,,1.6470351219177246,,,,,
3,1249,,,,1.1910288333892822,,,,,
3,1299,,,,0.9555599689483643,,,,,
3,1349,,,,1.158031702041626,,,,,
3,1367,,,,,,0.848514974117279,0.8450977206230164,0.9935400485992432,0.7385616302490234
3,1367,0.8411856889724731,0.829791247844696,1.3205997943878174,,0.728667676448822,,,,
4,1399,,,,1.4124257564544678,,,,,
4,1449,,,,1.774545431137085,,,,,
4,1499,,,,2.4194750785827637,,,,,
4,1549,,,,0.8940936326980591,,,,,
4,1599,,,,1.2493029832839966,,,,,
4,1649,,,,1.0301311016082764,,,,,
4,1699,,,,0.9819900393486023,,,,,
4,1709,,,,,,0.8622212409973145,0.8661516308784485,0.8973747491836548,0.7618229985237122
4,1709,0.8593307733535767,0.8517933487892151,1.208572268486023,,0.7559446692466736,,,,
5,1749,,,,1.1461784839630127,,,,,
5,1799,,,,0.9460035562515259,,,,,
5,1849,,,,1.5295584201812744,,,,,
5,1899,,,,1.1149027347564697,,,,,
5,1949,,,,1.1549348831176758,,,,,
5,1999,,,,1.0157315731048584,,,,,
5,2049,,,,1.3730688095092773,,,,,
5,2051,,,,,,0.8618456721305847,0.867292046546936,0.8922508358955383,0.7603294849395752
5,2051,0.8668859601020813,0.8597357273101807,1.146806240081787,,0.7677732706069946,,,,
6,2099,,,,0.912769615650177,,,,,
6,2149,,,,1.124220609664917,,,,,
6,2199,,,,1.6874258518218994,,,,,
6,2249,,,,1.1311850547790527,,,,,
6,2299,,,,1.0862841606140137,,,,,
6,2349,,,,1.1409621238708496,,,,,
6,2393,,,,,,0.8541239500045776,0.8499283194541931,0.9577080011367798,0.7490754127502441
6,2393,0.8738452196121216,0.8691997528076172,1.093194842338562,,0.7787085175514221,,,,
7,2399,,,,1.0002728700637817,,,,,
7,2449,,,,1.0057638883590698,,,,,
7,2499,,,,1.1833735704421997,,,,,
7,2549,,,,0.8072357773780823,,,,,
7,2599,,,,1.0425493717193604,,,,,
7,2649,,,,0.8130207061767578,,,,,
7,2699,,,,1.0665481090545654,,,,,
7,2735,,,,,,0.8708572387695312,0.871981143951416,0.8656885623931885,0.7744690179824829
7,2735,0.8802639245986938,0.8776952028274536,1.0520284175872803,,0.7889081239700317,,,,
8,2749,,,,1.0299100875854492,,,,,
8,2799,,,,0.8981536626815796,,,,,
8,2849,,,,0.9962701797485352,,,,,
8,2899,,,,1.1418520212173462,,,,,
8,2949,,,,1.0848822593688965,,,,,
8,2999,,,,1.1366808414459229,,,,,
8,3049,,,,0.871999979019165,,,,,
8,3077,,,,,,0.8612529635429382,0.8619452118873596,0.9250068068504333,0.7598730325698853
8,3077,0.8867270946502686,0.8842533230781555,1.0073578357696533,,0.7992264032363892,,,,
9,3099,,,,0.8984071612358093,,,,,
9,3149,,,,0.8349592089653015,,,,,
9,3199,,,,0.8811625242233276,,,,,
9,3249,,,,1.0167264938354492,,,,,
9,3299,,,,1.0744673013687134,,,,,
9,3349,,,,1.0481114387512207,,,,,
9,3399,,,,1.007300853729248,,,,,
9,3419,,,,,,0.8768143653869629,0.8825430870056152,0.8382099866867065,0.7835183143615723
9,3419,0.8934089541435242,0.8925178050994873,0.9557912945747375,,0.809975266456604,,,,
10,3449,,,,0.9573490619659424,,,,,
10,3499,,,,1.2537528276443481,,,,,
10,3549,,,,1.049392819404602,,,,,
10,3599,,,,1.1150987148284912,,,,,
10,3649,,,,1.017731785774231,,,,,
10,3699,,,,0.8684793710708618,,,,,
10,3749,,,,1.051638126373291,,,,,
10,3761,,,,,,0.8734052777290344,0.8762126564979553,0.8582918643951416,0.7786957621574402
10,3761,0.8938738107681274,0.8936273455619812,0.9484390616416931,,0.8107988834381104,,,,
11,3799,,,,0.9547821283340454,,,,,
11,3849,,,,0.8199782371520996,,,,,
11,3899,,,,0.853002667427063,,,,,
11,3949,,,,0.8953691720962524,,,,,
11,3999,,,,1.0230743885040283,,,,,
11,4049,,,,0.8606880307197571,,,,,
11,4099,,,,0.8463868498802185,,,,,
11,4103,,,,,,0.8726574778556824,0.8754991888999939,0.8740788698196411,0.7770746350288391
11,4103,0.8989959955215454,0.8998895883560181,0.9169092774391174,,0.8189414143562317,,,,
12,4149,,,,0.8555370569229126,,,,,
12,4199,,,,0.7940954566001892,,,,,
12,4249,,,,0.8867960572242737,,,,,
12,4299,,,,0.9635713696479797,,,,,
12,4349,,,,0.8915720582008362,,,,,
12,4399,,,,0.9108349084854126,,,,,
12,4445,,,,,,0.8743889927864075,0.8791587352752686,0.8412840366363525,0.7806325554847717
12,4445,0.901330828666687,0.9012711644172668,0.9005695581436157,,0.8230121731758118,,,,
13,4449,,,,0.9226250648498535,,,,,
13,4499,,,,0.8151687979698181,,,,,
13,4549,,,,1.0161629915237427,,,,,
13,4599,,,,0.8923995494842529,,,,,
13,4649,,,,0.975733757019043,,,,,
13,4699,,,,0.7615249752998352,,,,,
13,4749,,,,0.9193243980407715,,,,,
13,4787,,,,,,0.8803426623344421,0.8830166459083557,0.844636857509613,0.7895219326019287
