epoch,step,train_F1,train_OA,train_loss_epoch,train_loss_step,train_mIoU,val_F1,val_OA,val_loss,val_mIoU
0,49,,,,3.6479735374450684,,,,,
0,99,,,,2.7818901538848877,,,,,
0,149,,,,3.0512967109680176,,,,,
0,199,,,,2.6062018871307373,,,,,
0,249,,,,2.8037219047546387,,,,,
0,299,,,,2.5921690464019775,,,,,
0,314,,,,,,0.38527706265449524,0.36491379141807556,3.1043612957000732,0.2631874084472656
0,314,0.41481393575668335,0.5134269595146179,3.404132604598999,,0.2779049873352051,,,,
1,349,,,,2.5611095428466797,,,,,
1,399,,,,2.1251513957977295,,,,,
1,449,,,,2.573895215988159,,,,,
1,499,,,,2.1741397380828857,,,,,
1,549,,,,3.010122776031494,,,,,
1,599,,,,1.7873883247375488,,,,,
1,629,,,,,,0.5196048617362976,0.5941774845123291,1.8724563121795654,0.37499141693115234
1,629,0.6083303689956665,0.6487979292869568,2.221102237701416,,0.4534597396850586,,,,
2,649,,,,2.117550849914551,,,,,
2,699,,,,1.9704148769378662,,,,,
2,749,,,,2.20106840133667,,,,,
2,799,,,,2.2614994049072266,,,,,
2,849,,,,2.401444673538208,,,,,
2,899,,,,1.9998798370361328,,,,,
2,944,,,,,,0.5535541772842407,0.6281964778900146,1.7281535863876343,0.40487152338027954
2,944,0.6563682556152344,0.6701499819755554,2.0174221992492676,,0.4992544651031494,,,,
3,949,,,,2.1577088832855225,,,,,
3,999,,,,1.7702678442001343,,,,,
3,1049,,,,1.6981040239334106,,,,,
3,1099,,,,1.7963142395019531,,,,,
3,1149,,,,1.8399724960327148,,,,,
3,1199,,,,1.8805190324783325,,,,,
3,1249,,,,2.0483412742614746,,,,,
3,1259,,,,,,0.5877506732940674,0.6424590349197388,1.6788551807403564,0.42613154649734497
3,1259,0.6836846470832825,0.691657304763794,1.8949131965637207,,0.5270403027534485,,,,
4,1299,,,,1.5249669551849365,,,,,
4,1349,,,,1.7875803709030151,,,,,
4,1399,,,,1.5305064916610718,,,,,
4,1449,,,,1.6917243003845215,,,,,
4,1499,,,,2.062282085418701,,,,,
4,1549,,,,2.051722526550293,,,,,
4,1574,,,,,,0.6177990436553955,0.6397383213043213,1.6595232486724854,0.45558762550354004
4,1574,0.6976085305213928,0.7071529030799866,1.8229230642318726,,0.5437195897102356,,,,
5,1599,,,,1.3847815990447998,,,,,
5,1649,,,,1.725778341293335,,,,,
5,1699,,,,1.530205249786377,,,,,
5,1749,,,,1.7152262926101685,,,,,
