469384235,34412911,8975163,14968580,17364729,24548990,45596074
17990013,101440263,617418,104331,229728,872308,1551730
19649909,910397,54522947,152556,1619998,1493427,1241266
19463838,482093,226865,164656789,3304733,3237195,8196303
9146946,1301221,560790,2355463,54144998,589864,6283851
29877222,179233,515069,1749912,2473108,87384319,3436784
67895784,2495562,2130912,6526394,15401836,22067000,370565214
