epoch,step,train_F1,train_OA,train_mIoU,val_F1,val_OA,val_mIoU
0,103,,,,0.5553528070449829,0.7289670705795288,0.44756147265434265
0,103,0.49710381031036377,0.6469048261642456,0.37174972891807556,,,
1,207,,,,0.6534343361854553,0.8362147212028503,0.5572025775909424
1,207,0.5875058174133301,0.7565726041793823,0.4759114384651184,,,
2,311,,,,0.6642233729362488,0.8469295501708984,0.5704234838485718
2,311,0.625344455242157,0.7977189421653748,0.520695686340332,,,
3,415,,,,0.6957228779792786,0.8812882304191589,0.6171905398368835
3,415,0.6472249031066895,0.8198301792144775,0.5497994422912598,,,
4,519,,,,0.6994999051094055,0.8858795762062073,0.6236929297447205
4,519,0.6620151400566101,0.832133412361145,0.5665877461433411,,,
5,623,,,,0.7289063334465027,0.8729566931724548,0.6299285888671875
5,623,0.6806763410568237,0.8364958167076111,0.5787830352783203,,,
6,727,,,,0.8212354779243469,0.8868597745895386,0.7110898494720459
6,727,0.7557464838027954,0.8432109951972961,0.6343187093734741,,,
7,831,,,,0.8504639863967896,0.9040736556053162,0.7506912350654602
7,831,0.7937320470809937,0.8542183041572571,0.6735931038856506,,,
8,935,,,,0.8517214059829712,0.9002968072891235,0.7505121231079102
8,935,0.8059160113334656,0.8556948900222778,0.6870114207267761,,,
9,1039,,,,0.8541709184646606,0.9018135666847229,0.7539913654327393
9,1039,0.8108609914779663,0.8628876209259033,0.694128692150116,,,
10,1143,,,,0.8628278374671936,0.9096605181694031,0.7674165964126587
10,1143,0.8134417533874512,0.8678591251373291,0.6982789039611816,,,
11,1247,,,,0.8609805703163147,0.9064849615097046,0.7640171051025391
11,1247,0.8248821496963501,0.8722020983695984,0.712567150592804,,,
12,1351,,,,0.8634897470474243,0.9088951945304871,0.7679072618484497
12,1351,0.8181688189506531,0.8678526878356934,0.7034159302711487,,,
13,1455,,,,0.8632832169532776,0.9096584320068359,0.7680288553237915
13,1455,0.821175217628479,0.8727807998657227,0.7081400156021118,,,
14,1559,,,,0.8654090166091919,0.9104592800140381,0.7709227204322815
14,1559,0.8197665810585022,0.8733173608779907,0.7070199251174927,,,
15,1663,,,,0.8414204120635986,0.8506038784980774,0.7313956022262573
15,1663,0.801978588104248,0.8592199683189392,0.683529794216156,,,
16,1767,,,,0.8397095203399658,0.8860611915588379,0.7329126596450806
16,1767,0.792401909828186,0.8526099324226379,0.672065019607544,,,
17,1871,,,,0.871012806892395,0.9119817018508911,0.778418242931366
17,1871,0.8117818236351013,0.8659948110580444,0.6958437561988831,,,
18,1975,,,,0.8790308833122253,0.9184210300445557,0.7907691597938538
18,1975,0.8226349353790283,0.8700851202011108,0.709549605846405,,,
19,2079,,,,0.8810281753540039,0.9185461401939392,0.793372392654419
19,2079,0.8243024349212646,0.8705728054046631,0.7113026976585388,,,
20,2183,,,,0.8782727122306824,0.9166065454483032,0.7890970706939697
20,2183,0.8305326104164124,0.8766821026802063,0.7205991148948669,,,
21,2287,,,,0.8832785487174988,0.919912576675415,0.7966081500053406
21,2287,0.8393294811248779,0.8833843469619751,0.7324588894844055,,,
22,2391,,,,0.8808645009994507,0.9194386601448059,0.7933595776557922
22,2391,0.8366327881813049,0.8828676342964172,0.7292040586471558,,,
23,2495,,,,0.8901042938232422,0.9257270693778992,0.8074126839637756
23,2495,0.8424150347709656,0.8862191438674927,0.7369093298912048,,,
24,2599,,,,0.8829265236854553,0.9185308218002319,0.7956052422523499
24,2599,0.8442094326019287,0.8858035802841187,0.738947868347168,,,
25,2703,,,,0.8917535543441772,0.9254723191261292,0.8097699284553528
25,2703,0.8453896641731262,0.8874844312667847,0.7409493923187256,,,
26,2807,,,,0.8881690502166748,0.9203447699546814,0.8030813932418823
26,2807,0.8438897132873535,0.8881222605705261,0.739234983921051,,,
27,2911,,,,0.8927561044692993,0.9248751997947693,0.8108329772949219
27,2911,0.8517292737960815,0.8921617865562439,0.7499875426292419,,,
28,3015,,,,0.8947411179542542,0.9246646165847778,0.813761293888092
28,3015,0.8529021143913269,0.8910723924636841,0.7511107921600342,,,
29,3119,,,,0.8992549777030945,0.9289578795433044,0.821169912815094
29,3119,0.8597763180732727,0.8961029648780823,0.7609768509864807,,,
30,3223,,,,0.8963137865066528,0.9231472015380859,0.8152492642402649
30,3223,0.8574506044387817,0.8951871395111084,0.7578870058059692,,,
31,3327,,,,0.8974889516830444,0.9256478548049927,0.817694902420044
31,3327,0.8607590198516846,0.8968938589096069,0.7628467679023743,,,
32,3431,,,,0.8952146172523499,0.9257460832595825,0.8144329190254211
32,3431,0.8602734804153442,0.8967277407646179,0.7620700001716614,,,
33,3535,,,,0.8988177180290222,0.9287083745002747,0.8201918005943298
33,3535,0.862413763999939,0.9000033736228943,0.7657931447029114,,,
34,3639,,,,0.8954499363899231,0.9268368482589722,0.8151642084121704
34,3639,0.8630823493003845,0.8980302810668945,0.7661178708076477,,,
35,3743,,,,0.8993781208992004,0.9292117357254028,0.8213335275650024
35,3743,0.862673819065094,0.8994124531745911,0.7656556367874146,,,
36,3847,,,,0.9013819098472595,0.9311091303825378,0.824565589427948
36,3847,0.8671987652778625,0.9013818502426147,0.7722327709197998,,,
37,3951,,,,0.8987646102905273,0.9290978312492371,0.8203025460243225
37,3951,0.8659877181053162,0.9018837213516235,0.7707762122154236,,,
38,4055,,,,0.8988836407661438,0.9285627603530884,0.8202327489852905
38,4055,0.8687292337417603,0.9014672040939331,0.7741762399673462,,,
39,4159,,,,0.8978791832923889,0.9281566143035889,0.8188146352767944
39,4159,0.8670642375946045,0.9011589884757996,0.7718058228492737,,,
