epoch,step,train_F1,train_OA,train_loss_epoch,train_loss_step,train_mIoU,val_F1,val_OA,val_loss,val_mIoU
0,49,,,,11.929037094116211,,,,,
0,99,,,,10.893823623657227,,,,,
0,149,,,,7.540469646453857,,,,,
0,199,,,,8.219443321228027,,,,,
0,249,,,,6.797593116760254,,,,,
0,299,,,,6.478381633758545,,,,,
0,314,,,,,,0.15977522730827332,0.3165973424911499,2.7612264156341553,0.09569784253835678
0,314,0.1584004908800125,0.2456636130809784,9.3419771194458,,0.0905231460928917,,,,
1,349,,,,5.7867431640625,,,,,
1,399,,,,5.008391380310059,,,,,
1,449,,,,5.077395439147949,,,,,
1,499,,,,4.567041397094727,,,,,
1,549,,,,4.162357330322266,,,,,
1,599,,,,4.359035491943359,,,,,
1,629,,,,,,0.29571717977523804,0.47273969650268555,2.3745479583740234,0.19674868881702423
1,629,0.23357652127742767,0.3831492066383362,5.1186418533325195,,0.14418025314807892,,,,
2,649,,,,4.383207321166992,,,,,
2,699,,,,5.315267562866211,,,,,
2,749,,,,3.685800552368164,,,,,
2,799,,,,4.135886192321777,,,,,
2,849,,,,6.0930328369140625,,,,,
2,899,,,,2.982335329055786,,,,,
2,944,,,,,,0.40158727765083313,0.5575217008590698,1.9691518545150757,0.282731831073761
2,944,0.39429551362991333,0.5205651521682739,3.4596729278564453,,0.2746904492378235,,,,
3,949,,,,2.7487337589263916,,,,,
3,999,,,,2.584064483642578,,,,,
3,1049,,,,2.2649619579315186,,,,,
3,1099,,,,2.3966827392578125,,,,,
3,1149,,,,2.9628002643585205,,,,,
3,1199,,,,2.8195183277130127,,,,,
3,1249,,,,2.578190565109253,,,,,
3,1259,,,,,,0.502566397190094,0.5948610305786133,1.860520362854004,0.361115962266922
3,1259,0.4737628698348999,0.5870811343193054,2.8416898250579834,,0.34427109360694885,,,,
4,1299,,,,2.2002170085906982,,,,,
4,1349,,,,2.190351963043213,,,,,
4,1399,,,,2.149322509765625,,,,,
4,1449,,,,2.0006942749023438,,,,,
4,1499,,,,2.349558115005493,,,,,
4,1549,,,,2.8480286598205566,,,,,
4,1574,,,,,,0.5133721828460693,0.5814518332481384,1.9919490814208984,0.36997056007385254
4,1574,0.5557372570037842,0.6355800628662109,2.5158798694610596,,0.4153350293636322,,,,
5,1599,,,,2.094813823699951,,,,,
5,1649,,,,2.5193026065826416,,,,,
5,1699,,,,2.300037145614624,,,,,
5,1749,,,,2.377764940261841,,,,,
5,1799,,,,2.154806137084961,,,,,
5,1849,,,,2.0352940559387207,,,,,
5,1889,,,,,,0.4103800654411316,0.46441850066185,2.467792510986328,0.28303262591362
5,1889,0.5738523602485657,0.6405482292175293,2.3378329277038574,,0.432561457157135,,,,
6,1899,,,,1.9151479005813599,,,,,
6,1949,,,,2.183551788330078,,,,,
6,1999,,,,2.194132089614868,,,,,
6,2049,,,,2.779498338699341,,,,,
6,2099,,,,1.781130075454712,,,,,
6,2149,,,,2.325422763824463,,,,,
6,2199,,,,1.9276113510131836,,,,,
6,2204,,,,,,0.5483700633049011,0.6243222951889038,1.743781566619873,0.4061308801174164
6,2204,0.6022035479545593,0.6610156893730164,2.223444938659668,,0.46103635430336,,,,
7,2249,,,,1.9040008783340454,,,,,
7,2299,,,,2.2484309673309326,,,,,
7,2349,,,,1.741908073425293,,,,,
7,2399,,,,1.8901687860488892,,,,,
7,2449,,,,1.819589376449585,,,,,
7,2499,,,,1.762264370918274,,,,,
7,2519,,,,,,0.5822140574455261,0.5716128945350647,1.8203805685043335,0.42185938358306885
7,2519,0.6373252272605896,0.6630979180335999,2.1839547157287598,,0.4822388291358948,,,,
8,2549,,,,1.7207945585250854,,,,,
8,2599,,,,1.6453487873077393,,,,,
8,2649,,,,1.9647316932678223,,,,,
8,2699,,,,1.680405855178833,,,,,
8,2749,,,,2.0150797367095947,,,,,
8,2799,,,,1.8494598865509033,,,,,
8,2834,,,,,,0.6130079627037048,0.6421216130256653,1.7870573997497559,0.4454334080219269
8,2834,0.6647143959999084,0.6805433034896851,1.9670698642730713,,0.5086556673049927,,,,
9,2849,,,,2.083510160446167,,,,,
9,2899,,,,1.922247052192688,,,,,
9,2949,,,,3.1792209148406982,,,,,
9,2999,,,,1.6657326221466064,,,,,
9,3049,,,,1.663857102394104,,,,,
9,3099,,,,1.6409146785736084,,,,,
9,3149,,,,1.982630729675293,,,,,
9,3149,,,,,,0.6190561652183533,0.6638436317443848,1.6303880214691162,0.45851075649261475
9,3149,0.6807684898376465,0.6895596981048584,1.8782135248184204,,0.5254114270210266,,,,
10,3199,,,,1.3969756364822388,,,,,
10,3249,,,,2.1507036685943604,,,,,
10,3299,,,,1.7169824838638306,,,,,
10,3349,,,,2.1979477405548096,,,,,
10,3399,,,,2.092238426208496,,,,,
10,3449,,,,1.670559287071228,,,,,
10,3464,,,,,,0.5410828590393066,0.6338648796081543,1.9001233577728271,0.39329710602760315
10,3464,0.6958819031715393,0.7040325999259949,1.798668622970581,,0.5422643423080444,,,,
11,3499,,,,1.4564454555511475,,,,,
11,3549,,,,1.5581343173980713,,,,,
11,3599,,,,1.2890899181365967,,,,,
11,3649,,,,1.7653703689575195,,,,,
11,3699,,,,1.6200437545776367,,,,,
11,3749,,,,1.8523062467575073,,,,,
11,3779,,,,,,0.6045611500740051,0.6421316266059875,1.7678391933441162,0.4403710663318634
11,3779,0.7121542692184448,0.7151861786842346,1.7519100904464722,,0.5597383975982666,,,,
12,3799,,,,1.6075513362884521,,,,,
12,3849,,,,1.8260974884033203,,,,,
12,3899,,,,1.3094388246536255,,,,,
12,3949,,,,1.8450521230697632,,,,,
